Year,Month,Day,Latitude,Longitude,Acres,Gcause,Scause,Agency,Flag,Ranked Acres,Ranked km2,pos,log(acres)
1995,11,26,33.85,-85.49,4,7,0,USFS,0,4,0.016188,13353,0.602059991
1996,1,10,30.28,-85.02,4,7,19,USFS,0,4,0.016188,13354,0.602059991
1996,2,16,30.52,-88.98,4,7,19,USFS,0,4,0.016188,13355,0.602059991
1996,2,24,31.07,-88.95,4,7,19,USFS,0,4,0.016188,13356,0.602059991
1996,2,25,33.83,-94.79,4,7,18,USFS,0,4,0.016188,13357,0.602059991
1996,3,1,34.8,-94.53,4,7,18,USFS,0,4,0.016188,13358,0.602059991
1996,3,9,31.93,-92.78,4,7,30,USFS,0,4,0.016188,13359,0.602059991
1996,3,12,32.98,-79.75,4,7,30,USFS,0,4,0.016188,13360,0.602059991
1996,3,14,32.93,-79.68,4,7,30,USFS,0,4,0.016188,13361,0.602059991
1996,3,16,33.2,-79.76,4,7,30,USFS,0,4,0.016188,13362,0.602059991
1996,3,21,31.21,-94.42,4,7,30,USFS,0,4,0.016188,13363,0.602059991
1996,3,24,34.21,-87.28,4,7,19,USFS,0,4,0.016188,13364,0.602059991
1996,4,11,34.75,-89.37,4,7,19,USFS,0,4,0.016188,13365,0.602059991
1996,4,18,33.31,-79.81,4,7,30,USFS,0,4,0.016188,13366,0.602059991
1996,9,2,30.52,-95.56,4,7,19,USFS,0,4,0.016188,13367,0.602059991
1996,10,14,32.98,-87.31,4,7,19,USFS,0,4,0.016188,13368,0.602059991
1996,10,14,33.05,-87.3,4,7,19,USFS,0,4,0.016188,13369,0.602059991
1996,10,14,33.05,-87.3,4,7,19,USFS,0,4,0.016188,13370,0.602059991
1997,2,6,30.98,-93.05,4,7,30,USFS,0,4,0.016188,13371,0.602059991
1997,2,6,33.38,-79.85,4,7,30,USFS,0,4,0.016188,13372,0.602059991
1997,2,20,31.11,-89.17,4,7,19,USFS,0,4,0.016188,13373,0.602059991
1997,3,3,30.37,-82.34,4,7,19,USFS,0,4,0.016188,13374,0.602059991
1997,8,30,33,-79.63,4,7,30,USFS,0,4,0.016188,13375,0.602059991
1997,10,4,30.56,-88.88,4,7,30,USFS,0,4,0.016188,13376,0.602059991
1998,2,4,31.43,-88.87,4,7,30,USFS,0,4,0.016188,13377,0.602059991
1998,2,14,31.66,-92.48,4,7,30,USFS,0,4,0.016188,13378,0.602059991
1998,2,15,33.36,-86.08,4,7,30,USFS,0,4,0.016188,13379,0.602059991
1998,3,15,31.58,-88.77,4,7,30,USFS,0,4,0.016188,13380,0.602059991
1998,3,27,34.08,-87.35,4,7,19,USFS,0,4,0.016188,13381,0.602059991
1998,3,28,33.52,-85.82,4,7,30,USFS,0,4,0.016188,13382,0.602059991
1998,3,30,34.16,-87.28,4,7,19,USFS,0,4,0.016188,13383,0.602059991
1998,4,13,33.87,-85.44,4,7,30,USFS,0,4,0.016188,13384,0.602059991
1998,5,23,31.85,-92.86,4,7,12,USFS,0,4,0.016188,13385,0.602059991
1998,11,7,34.82,-89,4,7,19,USFS,0,4,0.016188,13386,0.602059991
1998,11,7,30.93,-89.12,4,7,30,USFS,0,4,0.016188,13387,0.602059991
1998,11,27,34.3,-87.4,4,7,19,USFS,0,4,0.016188,13388,0.602059991
1998,12,4,32.78,-87.17,4,7,19,USFS,0,4,0.016188,13389,0.602059991
1998,12,6,31.63,-92.41,4,7,30,USFS,0,4,0.016188,13390,0.602059991
1998,12,6,30.91,-93.08,4,7,30,USFS,0,4,0.016188,13391,0.602059991
1998,12,6,31.51,-92.38,4,7,30,USFS,0,4,0.016188,13392,0.602059991
1998,12,6,31.33,-92.66,4,7,30,USFS,0,4,0.016188,13393,0.602059991
1998,12,6,31.46,-92.38,4,7,30,USFS,0,4,0.016188,13394,0.602059991
1998,12,6,30.97,-93.06,4,7,30,USFS,0,4,0.016188,13395,0.602059991
1998,12,6,31.86,-92.79,4,7,30,USFS,0,4,0.016188,13396,0.602059991
1998,12,6,31.04,-92.85,4,7,30,USFS,0,4,0.016188,13397,0.602059991
1999,2,27,30.93,-89.28,4,7,18,USFS,0,4,0.016188,13398,0.602059991
1999,2,28,33.2,-79.81,4,7,0,USFS,0,4,0.016188,13399,0.602059991
1999,3,7,31.15,-88.9,4,7,18,USFS,0,4,0.016188,13400,0.602059991
1999,3,29,30.41,-82.26,4,7,18,USFS,0,4,0.016188,13401,0.602059991
1999,4,10,33.3,-79.81,4,7,30,USFS,0,4,0.016188,13402,0.602059991
1999,4,12,30.55,-89.01,4,7,18,USFS,0,4,0.016188,13403,0.602059991
1999,9,1,34.34,-89.28,4,7,18,USFS,0,4,0.016188,13404,0.602059991
1999,10,23,30.93,-89.3,4,7,18,USFS,0,4,0.016188,13405,0.602059991
1999,11,21,33.93,-94.56,4,7,19,USFS,0,4,0.016188,13406,0.602059991
1999,11,27,33.21,-79.58,4,7,30,USFS,0,4,0.016188,13407,0.602059991
1999,12,2,33.94,-94.56,4,7,19,USFS,0,4,0.016188,13408,0.602059991
2000,1,5,30.55,-95.16,4,7,19,USFS,0,4,0.016188,13409,0.602059991
2000,1,12,33.17,-86.18,4,7,30,USFS,0,4,0.016188,13410,0.602059991
2000,1,12,33.19,-86.18,4,7,30,USFS,0,4,0.016188,13411,0.602059991
2000,2,6,31.13,-94.26,4,7,18,USFS,0,4,0.016188,13412,0.602059991
2000,2,10,31.18,-94.32,4,7,18,USFS,0,4,0.016188,13413,0.602059991
2000,10,20,31.01,-92.56,4,7,30,USFS,0,4,0.016188,13414,0.602059991
1970,2,21,34.79,-92.82,4,7,30,USFS,1,4,0.016188,13415,0.602059991
1970,11,25,34.66,-93.61,4,7,18,USFS,1,4,0.016188,13416,0.602059991
1970,11,29,34.65,-93.5,4,7,18,USFS,1,4,0.016188,13417,0.602059991
1971,3,29,34.73,-94.91,4,7,18,USFS,1,4,0.016188,13418,0.602059991
1971,3,31,34.62,-94.63,4,7,18,USFS,1,4,0.016188,13419,0.602059991
1972,3,1,34.65,-94.72,4,7,30,USFS,1,4,0.016188,13420,0.602059991
1972,4,12,34.66,-94.72,4,7,18,USFS,1,4,0.016188,13421,0.602059991
1975,11,12,34.41,-93.71,4,7,30,USFS,0,4,0.016188,13422,0.602059991
1975,11,12,34.71,-94.2,4,7,18,USFS,0,4,0.016188,13423,0.602059991
1975,11,15,34.8,-94.2,4,7,19,USFS,0,4,0.016188,13424,0.602059991
1976,8,21,34.73,-93.6,4,7,18,USFS,0,4,0.016188,13425,0.602059991
1976,8,22,34.81,-93.51,4,7,18,USFS,0,4,0.016188,13426,0.602059991
1977,3,16,34.76,-94.15,4,7,18,USFS,0,4,0.016188,13427,0.602059991
1977,12,26,34.53,-95.63,4,7,18,USFS,0,4,0.016188,13428,0.602059991
1979,12,8,34.78,-93.54,4,7,20,USFS,1,4,0.016188,13429,0.602059991
1981,2,14,34.6,-93.81,4,7,30,USFS,0,4,0.016188,13430,0.602059991
1981,3,13,34.63,-94.63,4,7,18,USFS,0,4,0.016188,13431,0.602059991
1982,7,9,34.8,-92.75,4,7,18,USFS,0,4,0.016188,13432,0.602059991
1982,8,24,34.68,-94.65,4,7,18,USFS,0,4,0.016188,13433,0.602059991
1983,10,9,34.66,-93.56,4,7,18,USFS,0,4,0.016188,13434,0.602059991
1987,3,25,34.7,-93.94,4,7,0,USFS,0,4,0.016188,13435,0.602059991
1987,4,4,34.73,-94.9,4,7,0,USFS,0,4,0.016188,13436,0.602059991
1987,4,28,34.66,-94.08,4,7,0,USFS,0,4,0.016188,13437,0.602059991
1988,1,24,34.7,-93.57,4,7,0,USFS,0,4,0.016188,13438,0.602059991
1988,3,20,34.73,-94.92,4,7,0,USFS,0,4,0.016188,13439,0.602059991
1989,4,6,34.72,-94.82,4,7,0,USFS,0,4,0.016188,13440,0.602059991
1989,11,15,34.45,-94.16,4,7,0,USFS,0,4,0.016188,13441,0.602059991
1989,12,15,34.52,-94.88,4,7,0,USFS,0,4,0.016188,13442,0.602059991
1991,3,13,34.75,-92.82,4,7,0,USFS,0,4,0.016188,13443,0.602059991
1992,2,29,34.83,-92.78,4,7,0,USFS,0,4,0.016188,13444,0.602059991
1992,2,29,34.84,-92.79,4,7,0,USFS,0,4,0.016188,13445,0.602059991
1992,2,29,34.83,-92.8,4,7,0,USFS,0,4,0.016188,13446,0.602059991
1992,2,29,34.83,-92.81,4,7,0,USFS,0,4,0.016188,13447,0.602059991
1993,3,8,34.73,-94.87,4,7,0,USFS,0,4,0.016188,13448,0.602059991
1993,7,24,34.66,-93.26,4,7,0,USFS,0,4,0.016188,13449,0.602059991
1993,7,31,34.75,-93.41,4,7,0,USFS,0,4,0.016188,13450,0.602059991
1993,9,7,34.56,-93.18,4,7,0,USFS,0,4,0.016188,13451,0.602059991
1994,4,17,34.51,-93.33,4,7,0,USFS,0,4,0.016188,13452,0.602059991
1995,2,22,34.85,-92.8,4,7,0,USFS,0,4,0.016188,13453,0.602059991
1995,3,23,34.82,-92.82,4,7,0,USFS,0,4,0.016188,13454,0.602059991
1995,9,1,34.71,-94.16,4,7,0,USFS,0,4,0.016188,13455,0.602059991
1996,2,13,34.72,-93.95,4,7,18,USFS,0,4,0.016188,13456,0.602059991
1996,2,24,34.53,-94.57,4,7,18,USFS,0,4,0.016188,13457,0.602059991
1996,4,3,34.59,-93.83,4,7,18,USFS,0,4,0.016188,13458,0.602059991
1997,3,30,34.15,-94.84,4,7,19,USFS,0,4,0.016188,13459,0.602059991
1997,3,30,34.15,-94.84,4,7,19,USFS,0,4,0.016188,13460,0.602059991
1998,4,12,34.39,-94.65,4,7,19,USFS,0,4,0.016188,13461,0.602059991
1999,3,10,34.7,-92.68,4,7,30,USFS,0,4,0.016188,13462,0.602059991
2000,7,16,34.36,-93.85,4,7,30,USFS,0,4,0.016188,13463,0.602059991
2000,9,4,34.53,-93.41,4,7,30,USFS,0,4,0.016188,13464,0.602059991
2000,9,23,34.46,-93.65,4,7,30,USFS,0,4,0.016188,13465,0.602059991
1990,7,15,43.82,-121.43,4,7,0,USFS,0,4,0.016188,13466,0.602059991
1991,8,4,43.76,-121.77,4,7,0,USFS,0,4,0.016188,13467,0.602059991
1994,7,7,42.81,-121.69,4,7,22,USFS,0,4,0.016188,13468,0.602059991
1998,8,28,43.55,-121.23,4,7,30,USFS,0,4,0.016188,13469,0.602059991
1972,6,11,33.33,-97.6,4,7,30,USFS,0,4,0.016188,13470,0.602059991
1976,2,23,33.36,-97.66,4,7,30,USFS,0,4,0.016188,13471,0.602059991
1992,3,2,33.4,-97.7,4,7,0,USFS,0,4,0.016188,13472,0.602059991
1993,6,26,33.41,-97.59,4,7,0,USFS,0,4,0.016188,13473,0.602059991
1993,12,29,33.38,-97.78,4,7,0,USFS,0,4,0.016188,13474,0.602059991
1996,4,20,31.31,-95.99,4,7,30,USFS,0,4,0.016188,13475,0.602059991
1970,10,4,34.48,-119.73,4,7,19,USFS,1,4,0.016188,13476,0.602059991
1971,8,25,34.49,-119.68,4,7,19,USFS,1,4,0.016188,13477,0.602059991
1977,11,14,34.52,-119.8,4,7,19,USFS,1,4,0.016188,13478,0.602059991
1986,11,27,34.5,-119.75,4,7,0,USFS,0,4,0.016188,13479,0.602059991
1970,8,1,32.84,-116.64,4,7,19,USFS,1,4,0.016188,13480,0.602059991
1970,8,16,34.53,-118.53,4,7,19,USFS,1,4,0.016188,13481,0.602059991
1970,8,25,39.27,-122.96,4,7,30,USFS,1,4,0.016188,13482,0.602059991
1971,9,20,40.85,-122.68,4,7,18,USFS,1,4,0.016188,13483,0.602059991
1973,10,31,34.94,-120.17,4,7,19,USFS,1,4,0.016188,13484,0.602059991
1974,7,11,39.26,-122.96,4,7,19,USFS,1,4,0.016188,13485,0.602059991
1977,7,9,33.87,-116.8,4,7,19,USFS,1,4,0.016188,13486,0.602059991
1978,5,21,38.73,-119.79,4,7,19,USFS,1,4,0.016188,13487,0.602059991
1979,10,3,33.36,-117.04,4,7,19,USFS,1,4,0.016188,13488,0.602059991
1980,3,28,41.29,-122.05,4,7,18,USFS,1,4,0.016188,13489,0.602059991
1981,8,27,42.06,-123.12,4,7,19,USFS,1,4,0.016188,13490,0.602059991
1981,8,31,36.16,-118.75,4,7,19,USFS,1,4,0.016188,13491,0.602059991
1981,9,8,40.82,-122.32,4,7,30,USFS,1,4,0.016188,13492,0.602059991
1981,9,12,37.09,-119.47,4,7,19,USFS,1,4,0.016188,13493,0.602059991
1982,8,25,42.12,-122.8,4,7,19,USFS,1,4,0.016188,13494,0.602059991
1984,5,28,39.88,-120.71,4,7,19,USFS,1,4,0.016188,13495,0.602059991
1984,6,9,34.62,-118.72,4,7,19,USFS,1,4,0.016188,13496,0.602059991
1986,8,29,34.19,-117.27,4,7,0,USFS,0,4,0.016188,13497,0.602059991
1986,10,4,34.2,-117.45,4,7,0,USFS,0,4,0.016188,13498,0.602059991
1988,7,8,32.86,-116.7,4,7,0,USFS,0,4,0.016188,13499,0.602059991
1988,9,16,37.32,-119.66,4,7,0,USFS,0,4,0.016188,13500,0.602059991
1989,6,6,33.6,-117.33,4,7,0,USFS,0,4,0.016188,13501,0.602059991
1989,6,15,35.61,-118.52,4,7,0,USFS,0,4,0.016188,13502,0.602059991
1991,5,26,34.17,-117.24,4,7,0,USFS,0,4,0.016188,13503,0.602059991
1991,7,23,36.02,-118.77,4,7,0,USFS,0,4,0.016188,13504,0.602059991
1992,8,16,33.52,-117.35,4,7,0,USFS,0,4,0.016188,13505,0.602059991
1992,9,3,34.24,-117.25,4,7,0,USFS,0,4,0.016188,13506,0.602059991
1992,9,14,40.51,-123.27,4,7,0,USFS,0,4,0.016188,13507,0.602059991
1993,6,19,42.56,-122.86,4,7,0,USFS,0,4,0.016188,13508,0.602059991
1995,10,29,36.02,-118.81,4,7,0,USFS,0,4,0.016188,13509,0.602059991
1996,10,8,34.54,-118.52,4,7,19,USFS,0,4,0.016188,13510,0.602059991
1997,5,8,34.69,-118.43,4,7,19,USFS,0,4,0.016188,13511,0.602059991
1997,10,20,37.83,-119.89,4,7,19,USFS,0,4,0.016188,13512,0.602059991
1999,7,8,39.43,-122.96,4,7,0,USFS,0,4,0.016188,13513,0.602059991
1999,9,27,41.89,-123.84,4,7,19,USFS,0,4,0.016188,13514,0.602059991
1999,9,30,35.88,-118.62,4,7,10,USFS,0,4,0.016188,13515,0.602059991
1979,6,24,33.27,-111.11,4,7,19,USFS,1,4,0.016188,13516,0.602059991
1979,12,16,33.86,-110.94,4,7,18,USFS,1,4,0.016188,13517,0.602059991
1980,6,14,33.64,-111.02,4,7,26,USFS,1,4,0.016188,13518,0.602059991
1980,7,4,33.96,-111.85,4,7,26,USFS,1,4,0.016188,13519,0.602059991
1983,6,30,34.09,-111.32,4,7,19,USFS,1,4,0.016188,13520,0.602059991
1984,5,23,33.68,-111.5,4,7,19,USFS,1,4,0.016188,13521,0.602059991
1993,9,18,33.25,-111.12,4,7,0,USFS,0,4,0.016188,13522,0.602059991
1975,5,12,35.3,-112.04,4,7,19,USFS,1,4,0.016188,13523,0.602059991
1975,10,16,34.24,-110.83,4,7,18,USFS,1,4,0.016188,13524,0.602059991
1978,4,20,32.95,-108.17,4,7,19,USFS,1,4,0.016188,13525,0.602059991
1979,6,23,35.2,-112.19,4,7,24,USFS,1,4,0.016188,13526,0.602059991
1980,3,2,33.34,-105.67,4,7,29,USFS,1,4,0.016188,13527,0.602059991
1980,7,5,34.98,-108.01,4,7,26,USFS,1,4,0.016188,13528,0.602059991
1994,6,14,35.34,-111.74,4,7,0,USFS,0,4,0.016188,13529,0.602059991
1999,10,31,34.3,-110.91,4,7,30,USFS,0,4,0.016188,13530,0.602059991
1977,3,14,32.35,-110.76,4,7,19,USFS,1,4,0.016188,13531,0.602059991
1981,11,19,32.42,-110.73,4,7,19,USFS,1,4,0.016188,13532,0.602059991
1985,7,12,32.33,-110.7,4,7,26,USFS,1,4,0.016188,13533,0.602059991
1975,10,6,43.53,-103.85,4,7,19,USFS,1,4,0.016188,13534,0.602059991
1975,9,1,43.69,-103.81,4,7,19,USFS,1,4,0.016188,13535,0.602059991
1979,7,14,44.53,-115.33,4,7,19,USFS,1,4,0.016188,13536,0.602059991
1980,6,6,46.71,-111.76,4,7,19,USFS,1,4,0.016188,13537,0.602059991
1984,4,16,43.7,-103.63,4,7,19,USFS,1,4,0.016188,13538,0.602059991
1987,9,9,46.48,-114.64,4,7,0,USFS,0,4,0.016188,13539,0.602059991
1988,8,14,48.39,-117.32,4,7,0,USFS,0,4,0.016188,13540,0.602059991
1988,9,4,40.02,-105.4,4,7,0,USFS,0,4,0.016188,13541,0.602059991
1989,4,21,38.84,-105.64,4,7,0,USFS,0,4,0.016188,13542,0.602059991
1973,8,22,41.86,-116.01,4,7,30,USFS,1,4,0.016188,13543,0.602059991
1973,8,26,40.79,-111.88,4,7,30,USFS,1,4,0.016188,13544,0.602059991
1975,8,17,40.2,-111.62,4,7,19,USFS,1,4,0.016188,13545,0.602059991
1977,7,28,39.17,-114.88,4,7,19,USFS,1,4,0.016188,13546,0.602059991
1988,5,8,32.05,-89.62,3.8,7,0,USFS,0,3.8,0.0153786,13547,0.579783597
1990,1,26,36.66,-89.95,3.8,7,0,USFS,0,3.8,0.0153786,13548,0.579783597
1993,8,24,34.76,-93.1,3.8,7,0,USFS,0,3.8,0.0153786,13549,0.579783597
1988,3,17,35.18,-83.87,3.7,7,0,USFS,0,3.7,0.0149739,13550,0.568201724
1987,11,15,32.07,-89.58,3.7,7,0,USFS,0,3.7,0.0149739,13551,0.568201724
1997,1,5,35.98,-92.32,3.6,7,30,USFS,0,3.6,0.0145692,13552,0.556302501
2000,1,14,35.81,-93.9,3.6,7,30,USFS,0,3.6,0.0145692,13553,0.556302501
1989,4,21,31.35,-95.03,3.6,7,0,USFS,0,3.6,0.0145692,13554,0.556302501
2000,5,5,47.26,-94.55,3.5,7,30,USFS,0,3.5,0.0141645,13555,0.544068044
1987,11,8,38.6,-82.58,3.5,7,0,USFS,0,3.5,0.0141645,13556,0.544068044
1987,12,5,36.98,-92.98,3.5,7,0,USFS,0,3.5,0.0141645,13557,0.544068044
1990,4,28,37.99,-84.34,3.5,7,0,USFS,0,3.5,0.0141645,13558,0.544068044
1994,10,3,36.1,-92.33,3.5,7,0,USFS,0,3.5,0.0141645,13559,0.544068044
1994,11,30,36.05,-92.34,3.5,7,0,USFS,0,3.5,0.0141645,13560,0.544068044
1994,11,30,36.03,-92.28,3.5,7,0,USFS,0,3.5,0.0141645,13561,0.544068044
1995,11,27,35.95,-92.36,3.5,7,0,USFS,0,3.5,0.0141645,13562,0.544068044
1999,2,28,37.83,-91.9,3.5,7,30,USFS,0,3.5,0.0141645,13563,0.544068044
1987,3,27,36.22,-82.14,3.5,7,0,USFS,0,3.5,0.0141645,13564,0.544068044
1987,11,9,36.19,-82.22,3.5,7,0,USFS,0,3.5,0.0141645,13565,0.544068044
1988,4,17,34.71,-83.65,3.5,7,0,USFS,0,3.5,0.0141645,13566,0.544068044
1997,3,26,37.36,-80.73,3.5,7,30,USFS,0,3.5,0.0141645,13567,0.544068044
1997,4,3,35.65,-93.8,3.5,7,18,USFS,0,3.5,0.0141645,13568,0.544068044
2000,2,16,35.56,-93.37,3.5,7,18,USFS,0,3.5,0.0141645,13569,0.544068044
1990,1,11,30.69,-89.19,3.5,7,0,USFS,0,3.5,0.0141645,13570,0.544068044
1991,3,11,33.11,-79.71,3.5,7,0,USFS,0,3.5,0.0141645,13571,0.544068044
1991,11,29,29.12,-81.88,3.5,7,0,USFS,0,3.5,0.0141645,13572,0.544068044
1992,2,10,34.25,-87.33,3.5,7,0,USFS,0,3.5,0.0141645,13573,0.544068044
1992,2,12,31.01,-88.96,3.5,7,0,USFS,0,3.5,0.0141645,13574,0.544068044
1993,12,28,32.98,-79.78,3.5,7,0,USFS,0,3.5,0.0141645,13575,0.544068044
1994,4,19,34.16,-87.26,3.5,7,0,USFS,0,3.5,0.0141645,13576,0.544068044
1998,12,6,31.46,-93.08,3.5,7,30,USFS,0,3.5,0.0141645,13577,0.544068044
1999,9,7,33.91,-85.48,3.5,7,30,USFS,0,3.5,0.0141645,13578,0.544068044
1996,6,22,36.02,-118.8,3.5,7,30,USFS,0,3.5,0.0141645,13579,0.544068044
1996,7,14,36.02,-118.8,3.5,7,8,USFS,0,3.5,0.0141645,13580,0.544068044
1996,8,23,37.73,-120.01,3.5,7,30,USFS,0,3.5,0.0141645,13581,0.544068044
2000,7,14,37.65,-106.5,3.5,7,18,USFS,0,3.5,0.0141645,13582,0.544068044
1988,9,5,41.07,-116.13,3.5,7,0,USFS,0,3.5,0.0141645,13583,0.544068044
1997,1,5,36.03,-92.33,3.4,7,30,USFS,0,3.4,0.0137598,13584,0.531478917
1997,1,5,35.98,-92.32,3.4,7,30,USFS,0,3.4,0.0137598,13585,0.531478917
1989,11,27,35.67,-94.39,3.4,7,0,USFS,0,3.4,0.0137598,13586,0.531478917
1991,10,31,34.56,-85.11,3.4,7,0,USFS,0,3.4,0.0137598,13587,0.531478917
1994,4,29,28.98,-81.59,3.4,7,0,USFS,0,3.4,0.0137598,13588,0.531478917
1990,7,26,40.96,-123.21,3.4,7,0,USFS,0,3.4,0.0137598,13589,0.531478917
1988,6,25,32.21,-89.56,3.3,7,0,USFS,0,3.3,0.0133551,13590,0.51851394
1997,9,7,31.5,-88.83,3.3,7,30,USFS,0,3.3,0.0133551,13591,0.51851394
1998,8,10,43.07,-122.66,3.3,7,19,USFS,0,3.3,0.0133551,13592,0.51851394
1988,9,3,45.41,-113.98,3.3,7,0,USFS,0,3.3,0.0133551,13593,0.51851394
1997,1,5,35.98,-92.32,3.2,7,30,USFS,0,3.2,0.0129504,13594,0.505149978
1990,10,20,30.6,-89.01,3.2,7,0,USFS,0,3.2,0.0129504,13595,0.505149978
1992,2,10,34.77,-89.1,3.2,7,0,USFS,0,3.2,0.0129504,13596,0.505149978
1995,9,11,30.03,-92.55,3.2,7,0,USFS,0,3.2,0.0129504,13597,0.505149978
1988,8,4,43.7,-121.35,3.2,7,0,USFS,0,3.2,0.0129504,13598,0.505149978
1990,4,9,37.38,-84.25,3.1,7,0,USFS,0,3.1,0.0125457,13599,0.491361694
1990,11,17,37.27,-84.24,3.1,7,0,USFS,0,3.1,0.0125457,13600,0.491361694
1986,2,9,31.22,-92.66,3.1,7,0,USFS,0,3.1,0.0125457,13601,0.491361694
1992,1,16,34.78,-89.09,3.1,7,0,USFS,0,3.1,0.0125457,13602,0.491361694
1993,1,25,31.03,-86.68,3.1,7,0,USFS,0,3.1,0.0125457,13603,0.491361694
1998,7,21,43.59,-121.79,3.1,7,19,USFS,0,3.1,0.0125457,13604,0.491361694
1980,4,21,44.41,-83.36,3,7,27,USFS,0,3,0.012141,13605,0.477121255
1983,3,25,47.46,-94.63,3,7,19,USFS,0,3,0.012141,13606,0.477121255
1986,4,2,47.11,-94.5,3,7,0,USFS,0,3,0.012141,13607,0.477121255
1986,4,4,43.43,-85.76,3,7,0,USFS,0,3,0.012141,13608,0.477121255
1987,4,10,47.5,-93.66,3,7,0,USFS,0,3,0.012141,13609,0.477121255
1988,4,10,44.2,-85.81,3,7,0,USFS,0,3,0.012141,13610,0.477121255
1988,5,9,44.1,-86.4,3,7,0,USFS,0,3,0.012141,13611,0.477121255
1989,8,15,47.68,-92.85,3,7,0,USFS,0,3,0.012141,13612,0.477121255
1990,4,15,47.74,-94,3,7,0,USFS,0,3,0.012141,13613,0.477121255
1990,5,28,47.65,-92.86,3,7,0,USFS,0,3,0.012141,13614,0.477121255
1991,4,5,47.36,-93.96,3,7,0,USFS,0,3,0.012141,13615,0.477121255
1991,4,21,47.8,-90.85,3,7,0,USFS,0,3,0.012141,13616,0.477121255
1991,5,16,47.45,-94.37,3,7,0,USFS,0,3,0.012141,13617,0.477121255
1992,5,20,44.12,-85.95,3,7,0,USFS,0,3,0.012141,13618,0.477121255
1992,6,9,44.45,-83.76,3,7,0,USFS,0,3,0.012141,13619,0.477121255
1993,4,16,47.61,-92.93,3,7,0,USFS,0,3,0.012141,13620,0.477121255
1994,4,20,44.35,-83.46,3,7,0,USFS,0,3,0.012141,13621,0.477121255
1994,4,23,45.75,-88.86,3,7,0,USFS,0,3,0.012141,13622,0.477121255
1994,5,12,47.26,-94.54,3,7,0,USFS,0,3,0.012141,13623,0.477121255
1994,6,23,44.6,-84.11,3,7,0,USFS,0,3,0.012141,13624,0.477121255
1995,4,30,47.33,-93.97,3,7,0,USFS,0,3,0.012141,13625,0.477121255
1995,5,3,46.41,-84.87,3,7,0,USFS,0,3,0.012141,13626,0.477121255
1995,8,30,46.25,-86.5,3,7,0,USFS,0,3,0.012141,13627,0.477121255
1996,4,20,44.64,-83.97,3,7,30,USFS,0,3,0.012141,13628,0.477121255
1996,5,11,47.61,-94.63,3,7,19,USFS,0,3,0.012141,13629,0.477121255
1997,4,27,43.94,-85.89,3,7,30,USFS,0,3,0.012141,13630,0.477121255
1997,4,29,47.77,-92.5,3,7,30,USFS,0,3,0.012141,13631,0.477121255
1998,4,4,47.13,-93.95,3,7,19,USFS,0,3,0.012141,13632,0.477121255
1998,4,28,47.11,-94.63,3,7,19,USFS,0,3,0.012141,13633,0.477121255
1999,4,22,47.33,-94.11,3,7,30,USFS,0,3,0.012141,13634,0.477121255
1999,4,22,47.6,-92.72,3,7,30,USFS,0,3,0.012141,13635,0.477121255
2000,5,3,47.8,-93.99,3,7,19,USFS,0,3,0.012141,13636,0.477121255
1970,3,8,38,-83.5,3,7,19,USFS,0,3,0.012141,13637,0.477121255
1970,6,2,37.2,-84.23,3,7,18,USFS,0,3,0.012141,13638,0.477121255
1970,12,4,37.11,-83.61,3,7,20,USFS,0,3,0.012141,13639,0.477121255
1971,3,31,36.2,-92.36,3,7,18,USFS,1,3,0.012141,13640,0.477121255
1971,3,31,35.97,-92.18,3,7,18,USFS,1,3,0.012141,13641,0.477121255
1971,4,13,36.66,-84.65,3,7,19,USFS,0,3,0.012141,13642,0.477121255
1971,11,4,36.68,-84.65,3,7,20,USFS,0,3,0.012141,13643,0.477121255
1971,11,15,37.21,-83.68,3,7,20,USFS,0,3,0.012141,13644,0.477121255
1972,4,5,36.73,-84.31,3,7,18,USFS,0,3,0.012141,13645,0.477121255
1972,4,18,36.7,-84.46,3,7,19,USFS,0,3,0.012141,13646,0.477121255
1972,4,18,36.85,-82.88,3,7,30,USFS,0,3,0.012141,13647,0.477121255
1973,4,16,36.95,-84.38,3,7,18,USFS,0,3,0.012141,13648,0.477121255
1974,10,26,36.91,-84.48,3,7,10,USFS,0,3,0.012141,13649,0.477121255
1974,11,3,37.16,-83.66,3,7,20,USFS,0,3,0.012141,13650,0.477121255
1974,11,3,36.81,-82.78,3,7,30,USFS,0,3,0.012141,13651,0.477121255
1974,11,23,36.73,-84.31,3,7,18,USFS,0,3,0.012141,13652,0.477121255
1975,4,5,36.91,-84.51,3,7,11,USFS,0,3,0.012141,13653,0.477121255
1975,4,13,35.23,-84.48,3,7,18,USFS,0,3,0.012141,13654,0.477121255
1975,4,27,35.26,-84.41,3,7,18,USFS,0,3,0.012141,13655,0.477121255
1975,5,11,37.3,-84.21,3,7,18,USFS,0,3,0.012141,13656,0.477121255
1975,8,29,36.6,-84.56,3,7,18,USFS,0,3,0.012141,13657,0.477121255
1975,11,11,37.28,-84.25,3,7,30,USFS,0,3,0.012141,13658,0.477121255
1976,3,2,37.25,-84.18,3,7,22,USFS,0,3,0.012141,13659,0.477121255
1976,3,4,35.28,-84.26,3,7,18,USFS,0,3,0.012141,13660,0.477121255
1976,4,3,35.16,-84.53,3,7,18,USFS,0,3,0.012141,13661,0.477121255
1976,4,9,35.38,-84.21,3,7,18,USFS,0,3,0.012141,13662,0.477121255
